ExperimentName	SessionDate	SessionTime	SessionStartDateTimeUtc	Subject	CPGroup	Session	DataFile.Basename	RandomSeed	Group	Display.RefreshRate	Clock.Information	StudioVersion	RuntimeVersion	RuntimeVersionExpected	RuntimeCapabilities	ExperimentVersion	BlockList	Procedure[Block]	BlockList.Cycle	BlockList.Sample	Running[Block]	Intro13.OnsetDelay	Intro13.OnsetTime	Intro13.DurationError	Intro13.RTTime	Intro13.ACC	Intro13.RT	Intro13.RESP	Intro13.CRESP	Intro13.OnsetToOnsetTime	Intro14.OnsetDelay	Intro14.OnsetTime	Intro14.DurationError	Intro14.RTTime	Intro14.ACC	Intro14.RT	Intro14.RESP	Intro14.CRESP	Intro14.OnsetToOnsetTime	InTheEnd[Block]	InTheEnd.Cycle	InTheEnd.Sample	Block	Procedure[Trial]	QuestionPracList	Correct_75	Running[Trial]	QuestionPracList.Cycle	QuestionPracList.Sample	PracSlide1.OnsetDelay	PracSlide1.OnsetTime	PracSlide1.DurationError	PracSlide1.RTTime	PracSlide1.ACC	PracSlide1.RT	PracSlide1.RESP	PracSlide1.CRESP	PracSlide1.OnsetToOnsetTime	QuestionPracList2	Correct_20	QuestionPracList2.Cycle	QuestionPracList2.Sample	PracSlide2.OnsetDelay	PracSlide2.OnsetTime	PracSlide2.DurationError	PracSlide2.RTTime	PracSlide2.ACC	PracSlide2.RT	PracSlide2.RESP	PracSlide2.CRESP	PracSlide2.OnsetToOnsetTime	QuestionPracList3	Correct_b	QuestionPracList3.Cycle	QuestionPracList3.Sample	PracSlide3.OnsetDelay	PracSlide3.OnsetTime	PracSlide3.DurationError	PracSlide3.RTTime	PracSlide3.ACC	PracSlide3.RT	PracSlide3.RESP	PracSlide3.CRESP	PracSlide3.OnsetToOnsetTime	QuestionPracList4	Correct_D	QuestionPracList4.Cycle	QuestionPracList4.Sample	PracSlide4.OnsetDelay	PracSlide4.OnsetTime	PracSlide4.DurationError	PracSlide4.RTTime	PracSlide4.ACC	PracSlide4.RT	PracSlide4.RESP	PracSlide4.CRESP	PracSlide4.OnsetToOnsetTime	QuestionPracList5	Correct_5	QuestionPracList5.Cycle	QuestionPracList5.Sample	PracSlide5.OnsetDelay	PracSlide5.OnsetTime	PracSlide5.DurationError	PracSlide5.RTTime	PracSlide5.ACC	PracSlide5.RT	PracSlide5.RESP	PracSlide5.CRESP	PracSlide5.OnsetToOnsetTime	QuestionPracList6	QuestionPracList6.Cycle	QuestionPracList6.Sample	PraceSlide6.OnsetDelay	PraceSlide6.OnsetTime	PraceSlide6.DurationError	PraceSlide6.RTTime	PraceSlide6.ACC	PraceSlide6.RT	PraceSlide6.RESP	PraceSlide6.CRESP	PraceSlide6.OnsetToOnsetTime	QuestionPracList7	QuestionPracList7.Cycle	QuestionPracList7.Sample	PraceSlide7.OnsetDelay	PraceSlide7.OnsetTime	PraceSlide7.DurationError	PraceSlide7.RTTime	PraceSlide7.ACC	PraceSlide7.RT	PraceSlide7.RESP	PraceSlide7.CRESP	PraceSlide7.OnsetToOnsetTime	PracTrialList01	RiskAmbigLevel	BlueValue	RedValue	Reference	BlockStartText	TrialNum	PracTrialList01.Cycle	PracTrialList01.Sample	BlockStart1.OnsetDelay	BlockStart1.OnsetTime	BlockStart1.DurationError	BlockStart1.Duration	BlockStart1.OnsetToOnsetTime	LotterySide	choice0.OnsetDelay	choice0.OnsetTime	choice0.DurationError	choice0.Duration	choice0.RT	choice0.RESP	choice0.OnsetToOnsetTime	ImageDisplay0.OnsetDelay	ImageDisplay0.OnsetTime	ImageDisplay0.DurationError	ImageDisplay0.Duration	ImageDisplay0.OnsetToOnsetTime	RespFdbk1.OnsetDelay	RespFdbk1.OnsetTime	RespFdbk1.DurationError	RespFdbk1.Duration	RespFdbk1.RT	RespFdbk1.RESP	RespFdbk1.OnsetToOnsetTime	PracTrialList02	PracTrialList02.Cycle	PracTrialList02.Sample	PracTrialList03	PracTrialList03.Cycle	PracTrialList03.Sample	PracTrialList04	PracTrialList04.Cycle	PracTrialList04.Sample	InTheEnd[Trial]	NewBlock	Condition	BagNum	Block1	Block1.Cycle	Block1.Sample	choice.OnsetDelay	choice.OnsetTime	choice.DurationError	choice.Duration	choice.RT	choice.RESP	choice.OnsetToOnsetTime	ImageDisplay2.OnsetDelay	ImageDisplay2.OnsetTime	ImageDisplay2.DurationError	ImageDisplay2.Duration	ImageDisplay2.OnsetToOnsetTime	RespFdbk.OnsetDelay	RespFdbk.OnsetTime	RespFdbk.DurationError	RespFdbk.Duration	RespFdbk.RT	RespFdbk.RESP	RespFdbk.OnsetToOnsetTime	Block2	Block2.Cycle	Block2.Sample	Block3	Block3.Cycle	Block3.Sample	Block4	Block4.Cycle	Block4.Sample	Trial
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									ambig_blue_75	$6	$0	$1.50	""	9								Left																													0	1	Gain	12	10	1	10	5	478671	-999999	5000	2119	2	0	10	481300	-10	1000	0	41	480831	-41	500	0	""	469										10
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									ambig_blue_50	$2.50	$0	$1.50	""	10								Right																													0	1	Gain	11	11	1	11	15	482305	-999999	5000	1877	1	0	1	484683	-1	1000	0	33	484215	-33	500	0	""	468										11
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									risk_red_25	$0	$2.50	$1.50	""	11								Left																													0	1	Gain	5	12	1	12	6	485688	-999999	5000	1798	2	0	14	488000	-14	1000	0	28	487514	-28	500	0	""	486										12
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									ambig_blue_50	$15	$0	$1.50	""	12								Left																													0	1	Gain	11	13	1	13	2	488988	-999999	5000	1490	1	0	3	490981	-3	1000	0	34	490512	-34	500	0	""	469										13
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									risk_blue_25	$6	$0	$1.50	""	13								Right																													0	1	Gain	3	14	1	14	8	491986	-999999	5000	1780	1	0	14	494280	-14	1000	0	29	493795	-29	500	0	""	485										14
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									risk_red_50	$0	$15	$1.50	""	14								Right																													0	1	Gain	4	15	1	15	3	495269	-999999	5000	1336	2	0	5	497111	-5	1000	0	19	496625	-19	500	0	""	486										15
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									risk_blue_38	$2.50	$0	$1.50	""	15								Right																													0	1	Gain	7	16	1	16	10	498116	-999999	5000	2577	2	0	5	501198	-5	1000	0	36	500729	-36	500	0	""	469										16
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									ambig_red_25	$0	$2.50	$1.50	""	16								Right																													0	1	Gain	10	17	1	17	9	502202	-999999	5000	2251	2	0	13	504966	-13	1000	0	27	504480	-27	500	0	""	486										17
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									risk_blue_50	$6	$0	$1.50	""	17								Left																													0	1	Gain	4	18	1	18	1	505954	-999999	5000	1803	1	0	8	508265	-8	1000	0	23	507780	-23	500	0	""	485										18
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									risk_red_25	$0	$15	$1.50	""	18								Right																													0	1	Gain	5	19	1	19	13	509270	-999999	5000	2631	2	0	1	512402	-1	1000	0	32	511933	-32	500	0	""	469										19
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									ambig_blue_50	$1.50	$0	$1.50	""	19								Left																													0	1	Gain	11	20	1	20	6	513407	-999999	5000	1934	2	0	12	515853	-12	1000	0	26	515367	-26	500	0	""	486										20
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									risk_red_75	$0	$6	$1.50	""	20								Right																													0	1	Gain	3	21	1	21	0	516841	-999999	5000	1988	2	0	7	519336	-7	1000	0	22	518851	-22	500	0	""	485										21
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									ambig_red_75	$0	$2.50	$1.50	""	21								Left																													0	1	Gain	12	22	1	22	12	520341	-999999	5000	1392	2	0	1	522234	-1	1000	0	32	521765	-32	500	0	""	469										22
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									risk_blue_13	$15	$0	$1.50	""	22								Right																													0	1	Gain	1	23	1	23	6	523239	-999999	5000	2006	1	0	6	525751	-6	1000	0	20	525265	-20	500	0	""	486										23
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									ambig_red_25	$0	$15	$1.50	""	23								Left																													0	1	Gain	10	24	1	24	11	526756	-999999	5000	1313	1	0	12	528581	-12	1000	0	27	528096	-27	500	0	""	485										24
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									risk_blue_75	$15	$0	$1.50	""	24								Left																													0	1	Gain	5	25	1	25	1	529570	-999999	5000	1339	1	0	3	531412	-3	1000	0	34	530943	-34	500	0	""	469										25
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									risk_red_50	$0	$2.50	$1.50	""	25								Right																													1	1	Gain	4	26	1	26	8	532417	-999999	5000	1652	2	0	8	534577	-8	1000	0	23	534092	-23	500	0	""	485										26
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	6	BlockProc1	1	6	BlockList																						6	TrialProc			Block1																																																																																									ambig_red_50	$0	$6	$1.50	""	26								Right																													0	1	Gain	11	27	1	27	13	535582	-999999	5000	1847	2	0	15	537944	-15	1000	0	29	537458	-29	500	0	""	486										27
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	7	BlockProc2	1	7	BlockList																						7	StartProc			Block2																																																																																									""	""	""	""	Section 2 - LOSE	""			3	538932	-999999	-1	0																														""	""	""	""																							1	1	1							1
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	7	BlockProc2	1	7	BlockList																						7	TrialProc			Block2																																																																																									ambig_red_25	$0	-$6	-$1.50	""	27								Left																													0	2	Lose	10				31	540908	-999999	5000	2480	1	0	2	543890	-2	1000	0	33	543421	-33	500	0	""	469	2	1	2							2
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	7	BlockProc2	1	7	BlockList																						7	TrialProc			Block2																																																																																									risk_red_13	$0	-$2.50	-$1.50	""	28								Right																													0	2	Lose	2				7	544895	-999999	5000	1637	2	0	6	547038	-6	1000	0	21	546553	-21	500	0	""	485	3	1	3							3
