ExperimentName	SessionDate	SessionTime	SessionStartDateTimeUtc	Subject	CPGroup	Session	DataFile.Basename	RandomSeed	Group	Display.RefreshRate	Clock.Information	StudioVersion	RuntimeVersion	RuntimeVersionExpected	RuntimeCapabilities	ExperimentVersion	BlockList	Procedure[Block]	BlockList.Cycle	BlockList.Sample	Running[Block]	Intro13.OnsetDelay	Intro13.OnsetTime	Intro13.DurationError	Intro13.RTTime	Intro13.ACC	Intro13.RT	Intro13.RESP	Intro13.CRESP	Intro13.OnsetToOnsetTime	Intro14.OnsetDelay	Intro14.OnsetTime	Intro14.DurationError	Intro14.RTTime	Intro14.ACC	Intro14.RT	Intro14.RESP	Intro14.CRESP	Intro14.OnsetToOnsetTime	InTheEnd[Block]	InTheEnd.Cycle	InTheEnd.Sample	Block	Procedure[Trial]	QuestionPracList	Correct_75	Running[Trial]	QuestionPracList.Cycle	QuestionPracList.Sample	PracSlide1.OnsetDelay	PracSlide1.OnsetTime	PracSlide1.DurationError	PracSlide1.RTTime	PracSlide1.ACC	PracSlide1.RT	PracSlide1.RESP	PracSlide1.CRESP	PracSlide1.OnsetToOnsetTime	QuestionPracList2	Correct_20	QuestionPracList2.Cycle	QuestionPracList2.Sample	PracSlide2.OnsetDelay	PracSlide2.OnsetTime	PracSlide2.DurationError	PracSlide2.RTTime	PracSlide2.ACC	PracSlide2.RT	PracSlide2.RESP	PracSlide2.CRESP	PracSlide2.OnsetToOnsetTime	QuestionPracList3	Correct_b	QuestionPracList3.Cycle	QuestionPracList3.Sample	PracSlide3.OnsetDelay	PracSlide3.OnsetTime	PracSlide3.DurationError	PracSlide3.RTTime	PracSlide3.ACC	PracSlide3.RT	PracSlide3.RESP	PracSlide3.CRESP	PracSlide3.OnsetToOnsetTime	QuestionPracList4	Correct_D	QuestionPracList4.Cycle	QuestionPracList4.Sample	PracSlide4.OnsetDelay	PracSlide4.OnsetTime	PracSlide4.DurationError	PracSlide4.RTTime	PracSlide4.ACC	PracSlide4.RT	PracSlide4.RESP	PracSlide4.CRESP	PracSlide4.OnsetToOnsetTime	QuestionPracList5	Correct_5	QuestionPracList5.Cycle	QuestionPracList5.Sample	PracSlide5.OnsetDelay	PracSlide5.OnsetTime	PracSlide5.DurationError	PracSlide5.RTTime	PracSlide5.ACC	PracSlide5.RT	PracSlide5.RESP	PracSlide5.CRESP	PracSlide5.OnsetToOnsetTime	QuestionPracList6	QuestionPracList6.Cycle	QuestionPracList6.Sample	PraceSlide6.OnsetDelay	PraceSlide6.OnsetTime	PraceSlide6.DurationError	PraceSlide6.RTTime	PraceSlide6.ACC	PraceSlide6.RT	PraceSlide6.RESP	PraceSlide6.CRESP	PraceSlide6.OnsetToOnsetTime	QuestionPracList7	QuestionPracList7.Cycle	QuestionPracList7.Sample	PraceSlide7.OnsetDelay	PraceSlide7.OnsetTime	PraceSlide7.DurationError	PraceSlide7.RTTime	PraceSlide7.ACC	PraceSlide7.RT	PraceSlide7.RESP	PraceSlide7.CRESP	PraceSlide7.OnsetToOnsetTime	PracTrialList01	RiskAmbigLevel	BlueValue	RedValue	Reference	BlockStartText	TrialNum	PracTrialList01.Cycle	PracTrialList01.Sample	BlockStart1.OnsetDelay	BlockStart1.OnsetTime	BlockStart1.DurationError	BlockStart1.Duration	BlockStart1.OnsetToOnsetTime	LotterySide	choice0.OnsetDelay	choice0.OnsetTime	choice0.DurationError	choice0.Duration	choice0.RT	choice0.RESP	choice0.OnsetToOnsetTime	ImageDisplay0.OnsetDelay	ImageDisplay0.OnsetTime	ImageDisplay0.DurationError	ImageDisplay0.Duration	ImageDisplay0.OnsetToOnsetTime	RespFdbk1.OnsetDelay	RespFdbk1.OnsetTime	RespFdbk1.DurationError	RespFdbk1.Duration	RespFdbk1.RT	RespFdbk1.RESP	RespFdbk1.OnsetToOnsetTime	PracTrialList02	PracTrialList02.Cycle	PracTrialList02.Sample	PracTrialList03	PracTrialList03.Cycle	PracTrialList03.Sample	PracTrialList04	PracTrialList04.Cycle	PracTrialList04.Sample	InTheEnd[Trial]	NewBlock	Condition	BagNum	Block1	Block1.Cycle	Block1.Sample	choice.OnsetDelay	choice.OnsetTime	choice.DurationError	choice.Duration	choice.RT	choice.RESP	choice.OnsetToOnsetTime	ImageDisplay2.OnsetDelay	ImageDisplay2.OnsetTime	ImageDisplay2.DurationError	ImageDisplay2.Duration	ImageDisplay2.OnsetToOnsetTime	RespFdbk.OnsetDelay	RespFdbk.OnsetTime	RespFdbk.DurationError	RespFdbk.Duration	RespFdbk.RT	RespFdbk.RESP	RespFdbk.OnsetToOnsetTime	Block2	Block2.Cycle	Block2.Sample	Block3	Block3.Cycle	Block3.Sample	Block4	Block4.Cycle	Block4.Sample	Trial
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	7	BlockProc2	1	7	BlockList																						7	TrialProc			Block2																																																																																									risk_red_38	$0	-$15	-$1.50	""	50								Left																													0	2	Lose	6				9	618672	-999999	5000	1683	2	0	11	620866	-11	1000	0	25	620380	-25	500	0	""	486	25	1	25							25
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	7	BlockProc2	1	7	BlockList																						7	TrialProc			Block2																																																																																									risk_blue_38	-$6	$0	-$1.50	""	51								Right																													0	2	Lose	7				16	621871	-999999	5000	2468	1	0	13	624852	-13	1000	0	27	624366	-27	500	0	""	486	26	1	26							26
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	7	BlockProc2	1	7	BlockList																						7	TrialProc			Block2																																																																																									ambig_red_50	$0	-$2.50	-$1.50	""	52								Left																													0	2	Lose	11				1	625840	-999999	5000	1547	1	0	13	627900	-13	1000	0	28	627415	-28	500	0	""	485	27	1	27							27
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	StartProc			Block3																																																																																									""	""	""	""	Section 3 - WIN	""			1	628888	-999999	-1	0																														""	""	""	""																										1	1	1				1
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									risk_red_50	$0	$6	$1.50	""	53								Right																													1	3	Gain	4				25	630396	-999999	5000	1918	2	0	9	632824	-9	1000	0	24	632339	-24	500	0	""	485				2	1	2				2
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									ambig_blue_50	$6	$0	$1.50	""	54								Right																													0	3	Gain	11				14	633829	-999999	5000	1533	2	0	11	635873	-11	1000	0	25	635387	-25	500	0	""	486				3	1	3				3
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									risk_red_75	$0	$2.50	$1.50	""	55								Left																													0	3	Gain	3				16	636878	-999999	5000	1876	2	0	2	639256	-2	1000	0	33	638787	-33	500	0	""	469				4	1	4				4
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									ambig_red_75	$0	$6	$1.50	""	56								Left																													0	3	Gain	12				7	640261	-999999	5000	2661	1	0	4	643426	-4	1000	0	35	642957	-35	500	0	""	469				5	1	5				5
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									risk_blue_50	$1.50	$0	$1.50	""	57								Right																													0	3	Gain	4				9	644431	-999999	5000	2603	1	0	12	647546	-12	1000	0	27	647061	-27	500	0	""	485				6	1	6				6
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									risk_blue_13	$6	$0	$1.50	""	58								Right																													0	3	Gain	1				1	648535	-999999	5000	2283	1	0	14	651332	-14	1000	0	28	650846	-28	500	0	""	486				7	1	7				7
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									risk_blue_25	$2.50	$0	$1.50	""	59								Right																													0	3	Gain	3				2	652320	-999999	5000	2762	1	0	4	655586	-4	1000	0	35	655117	-35	500	0	""	469				8	1	8				8
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									ambig_red_50	$0	$1.50	$1.50	""	60								Left																													0	3	Gain	11				9	656591	-999999	5000	2955	1	0	12	660058	-12	1000	0	43	659589	-43	500	0	""	469				9	1	9				9
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									risk_blue_75	$6	$0	$1.50	""	61								Right																													0	3	Gain	5				0	661046	-999999	5000	1916	2	0	12	663474	-12	1000	0	27	662989	-27	500	0	""	485				10	1	10				10
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									risk_red_38	$0	$15	$1.50	""	62								Left																													0	3	Gain	6				0	664462	-999999	5000	2852	1	0	15	667829	-15	1000	0	29	667343	-29	500	0	""	486				11	1	11				11
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									ambig_blue_75	$15	$0	$1.50	""	63								Left																													0	3	Gain	12				3	668817	-999999	5000	1785	1	0	10	671112	-10	1000	0	24	670626	-24	500	0	""	486				12	1	12				12
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									risk_red_38	$0	$2.50	$1.50	""	64								Right																													0	3	Gain	6				14	672116	-999999	5000	3557	2	0	12	676186	-12	1000	0	43	675717	-43	500	0	""	469				13	1	13				13
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									risk_red_25	$0	$6	$1.50	""	65								Right																													0	3	Gain	5				1	677175	-999999	5000	2162	2	0	1	679838	-1	1000	0	32	679369	-32	500	0	""	469				14	1	14				14
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									ambig_blue_25	$2.50	$0	$1.50	""	66								Left																													0	3	Gain	10				5	680842	-999999	5000	2151	2	0	12	683505	-12	1000	0	27	683020	-27	500	0	""	485				15	1	15				15
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									risk_blue_25	$15	$0	$1.50	""	67								Left																													0	3	Gain	3				1	684494	-999999	5000	1427	1	0	15	686436	-15	1000	0	30	685951	-30	500	0	""	485				16	1	16				16
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									ambig_blue_75	$2.50	$0	$1.50	""	68								Right																													0	3	Gain	12				4	687425	-999999	5000	2040	2	0	5	689970	-5	1000	0	36	689501	-36	500	0	""	469				17	1	17				17
EDITED__RiskAmb_AdolGaba (1)	09-23-2018	10:07:55	9/23/2018 4:07:55 PM	0028	Child	2	RiskAmb_0028_2_Child	-118185002	1	59.707	"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2636777</Frequency><Timestamp dt:dt=""r8"">25651280207</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-09-23T16:07:55Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n"	2.0.10.248	2.0.10.356	2.0.10.353	Professional	1.0.0.565	8	Blockproc3	1	8	BlockList																						8	TrialProc			Block3																																																																																									risk_red_13	$0	$15	$1.50	""	69								Right																													0	3	Gain	2				10	690975	-999999	5000	1938	1	0	8	693421	-8	1000	0	22	692935	-22	500	0	""	486				18	1	18				18
